Model_ID,Case_Name,ai_facts,ai_issue,ai_decision,ai_reasons,ai_ratio,human_facts,human_issue,human_decision,human_reasons,human_ratio
OPENAI.gpt-4o,British Columbia v British Columbia Government Service Employees' Union (Re Meiorin),ERROR,ERROR,ERROR,ERROR,ERROR,,,,,
OPENAI.gpt-4o,DBS v SRG; LJW v TAR; Henry v Henry; Hiemstra v Hiemstra,ERROR,ERROR,ERROR,ERROR,ERROR,"Parents had three children in the course of their ten year common law relationship.  The father had sole interim custody after separation but then the parties entered into an informal shared custody arrangement where neither party paid support.  Three years later the mother brought an action in Alberta for retroactive and ongoing support.  The chambers judge awarded her prospective support but not retroactive.  The Court of Appeal allowed her appeal, but found no blameworthy conduct or willful failure to disclose on the part of the father.
Three children were born in the course of a common law relationship. After separation the children lived with the mother, and some months later the father paid $150 in child support pursuant to a maintenance agreement which was increased to $300/month following a consent order.  The mother brought an action for retroactive support.  The father had low income and high access costs and resisted the action.  The chambers judge held retroactive support would constitute hardship.
Parents married in 1984 and divorced in 1991. After separation the two children lived with their mother and a divorce judgment ordered the father to pay $700/month in child support.  In 2000 the mother signaled an intention to request increased support.  The father voluntarily increased his payments, but still below the table amount.  The mother was unaware that his income had increased dramatically as they lived in different cities.  At chambers, the judge granted her application for retroactive support based on the table amount, which was upheld by the Court of Appeal in a 2-1 judgment.
Parents divorced in 1996.  The children lived with the father, then one of the children moved to lived with the mother.  The father had a lot more income and the mother asked for an increase of support but the father rejected the request.  The mother was hesitant to take the case to court because earlier proceedings had caused a rift between the mother and children.  The chambers judge held that this was an appropriate circumstance for a retroactive award, and he calculated it from January 1, 2003 onward, to be paid in the amount of $500/month, as a ""reasonable compromise"" that best fit the situation of the parties.  The Court of Appeal upheld the decision.
All of these proceedings were merged before the Supreme Court.",Who is entitled to retroactive child support?,"The appeals in
DBS
and
TAR
should be allowed and the decisions of the chambers judges restored.  The appeals in
Henry
and
Hiemstra
should be dismissed.","Justice Bastarache, writing for the majority, held that children are entitled to child support from both parents commensurate with their income.  To prevent liability for retroactive support, any changes in income should be reported to the custodial parent.  If this is not done and an application is brought to enforce a change, four factors should be analysed to see if retroactive support is warranted:
Undue delay: does the recipient have a reasonable excuse for not seeking support earlier?
Any voluntary, intentional choice not to apply for an increase will militate against retroactive support.  There is a balancing here; a child should not be punished for a poor choice of the parent.
Was there blameworthy conduct on the part of the payor?
This is interpreted broadly; anything that privileges the payor's interests over his/her children's right to an appropriate amount of support.
Could the payor have reasonably believed that they were discharging their support obligations?
The more significant a change in income, the more likely a court will find a payor's behaviour blameworthy if they do not proactively disclose.
Need of child/benefit: would the child benefit from retroactive award based on their needs/circumstances?
If a child's needs are being met by the current support, this will militate against a retroactive award.
Would a retroactive award cause hardship to payor?
This is a distinct element from the
s. 10
undue hardship test.
Alternative payment arrangements, such as paying a sum over a period of time, should be considered.
Any voluntary, intentional choice not to apply for an increase will militate against retroactive support.  There is a balancing here; a child should not be punished for a poor choice of the parent.
This is interpreted broadly; anything that privileges the payor's interests over his/her children's right to an appropriate amount of support.
Could the payor have reasonably believed that they were discharging their support obligations?
The more significant a change in income, the more likely a court will find a payor's behaviour blameworthy if they do not proactively disclose.
If a child's needs are being met by the current support, this will militate against a retroactive award.
This is a distinct element from the
s. 10
undue hardship test.
Alternative payment arrangements, such as paying a sum over a period of time, should be considered.
Turning to how far back retroactive payments should go, it turns on the conduct of the parents.  If there was no blameworthy behaviour, the retroactivity should go to when the custodial parent informs the payor that they are seeking additional support.  Generally there will be a limit of 3 years.  For blameworthy parents, the retroactivity should continue to when the support should have changed and did not, without limit.
As to the amount of a retroactive payment, the court should follow the
Guidelines
, but the court has broad discretion to craft a remedy that would be fair having regard to all the circumstances, including hardship on the payor.
Applying this to the cases...
This was an initial application for child support.  The parents had a shared custody arrangement that thought that meant no child support was payable (see
Contino v Leonelli-Contino
).  The incomes of the parents were relatively equal and due to the shared custody any money going to one household would simply be removed from the other.  Due to the lack of blameworthy conduct and the lack of benefit to the children, no retroactive support was awarded.
The father from whom support was being sought was low income (~$23,000/year) and he was supporting a second family.  Any retroactive award would cause his household hardship.  The access costs for him were also high.  Because of the lack of blameworthy conduct, the hardship a retroactive award would cause, and the fact that the standard of living in the custodial household was higher, no retroactive support was awarded.
In this case, the mother had broached the subject with the father but could not afford a lawyer to fight the case.  She was intimidated by her ex-husband and did not know much about his financial situation as he lived in another city.  The husband had had a huge income increase and held it from her, as well as saying that she should have managed her money better to better provide for their kids and that he was paying all he could afford.  Due to the large amount of blameworthy conduct and the large discrepancy in the amount he was paying and the table amount, the court awarded $100,000 in retroactive support.
As in
Henry
, the parties had very different incomes; the father earned more than $100,000K/year, much more than the mother, and he gave no financial support when the need arose.  The mother said she had not wanted to litigate because of the effect it had had on her daughter the last time they litigated.  The court held that the delay of mother was not unreasonable, and the father had no reasonable grounds on which to believe the level of support he was paying was reasonable, and thus the award granted at trial was upheld.
Abella, dissenting in part, had three issues with the decision of Bastarache.
The presumptive starting date of effective notice: the payor has the information on when their income changes, so it is impractical and unrealistic to expect the recipient to keep tabs on the payor’s income; the date should be when the income changes.
The role of blameworthy conduct: the conduct of the payor should be immaterial; the whole obligation depends on the income increase, conduct of the parties is irrelevant.
The three year cutoff: Abella finds this arbitrary - any cutoff of this type should be found in statute, not created by the courts.","Retroactive child support orders should no longer be rare or difficult to obtain.
Established the framework for assessing claims where there is a large, undisclosed swing in income.
Can the payor say that they reasonably believed they were discharging their child support obligation?
Children are entitled to support from both parents commensurate with their ability to pay.
Can the payor say that they reasonably believed they were discharging their child support obligation?
This case is sometimes referred to as the ""don't-ask-don't-tell"" case, as the
Federal Child Support Guidelines
do not require payors to update their income information each year, merely that the paying parent make disclosure at least once a year upon request of recipient parent (
s. 25
)."
OPENAI.gpt-4o,O'Grady v Sparling,ERROR,ERROR,ERROR,ERROR,ERROR,"O'Grady was charged under s. 55(1) of the Manitoba
Highway Traffic Act
(now
s. 188
) which prohibited driving ""on a highway without due care and attention or without reasonable consideration for other persons using the highway"". The defendant challenged the law, claiming that it was beyond the power of the province because the federal government had ""occupied the field"" with a similar criminal provision in ss. 191/221 (now
s. 219
) of the
Criminal Code
, which prohibited driving with ""wanton or reckless disregard for the lives or safety of other persons"".  O'Grady was convicted at trial and an appeal to the Court of Appeal for Manitoba was dismissed.","Are provincial laws relating to negligence with penal consequences criminal law and therefore
ultra vires
the province?",Appeal dismissed.,"Judson, writing for the majority, held that ""the power of a provincial legislature to enact legislation for the regulation of highway traffic is undoubted"".  He reaffirmed the principle that there exists a ""general area"" or ""domain"" of criminal law and the two governments can make law on the same matter by creating a distinction between the types of culpability.  He quotes from Kenny's Outlines of Criminal Law:
There are only two states of mind which constitute
mens rea
, and they are intention and recklessness. The difference between recklessness and negligence is the difference between advertence and inadvertence; they are opposed and it is a logical fallacy to suggest that recklessness is a degree of negligence. The common habit of lawyers to qualify the word ""negligence"" with some moral epithet such as ""wicked"", ""gross"", or ""culpable"" has been most unfortunate since it has inevitably led to great confusion of thought and of principle. It is equally misleading to speak of criminal negligence since this is merely to use an expression to explain itself.
On the facts, Judson found that there was overlap between the laws however ""there is no conflict between these provisions in the sense that they are repugnant"". The provincial law extended to include ""inadvertent negligence"" as well as regular negligence. It was enough that “the two pieces of legislation differed both in legislative purpose and legal and practical effect” to justify both of them.","The distinction between recklessness and negligence is the difference between advertence and inadvertence; recklessness is when an actor does not desire harmful consequences but forsees the possibility and consciously takes the risk.
There must be an operational incompatibility between federal and provincial law to invoke paramountcy."
OPENAI.gpt-4o,Canada (Attorney General) v Mossup,ERROR,ERROR,ERROR,ERROR,ERROR,"Mossop is a gay man, and his partner's father died.  He applied to take bereavement leave from his job to go to the funeral, but is denied because his partner is neither a ""spouse"" nor a ""common law partner"" as they are both required to be of the opposite sex.  He makes a claim to the Canadian Human Rights Commission, but refuses to argue sexual orientation as a ground, and instead will only argue family status, stating that all matters to do with homosexuals are not about sexual orientation by definition.  The case was dismissed in the lower courts.","Can a homosexual man claim discrimination against ""family status"" with his partner under
s.3 of the
Canadian Human Rights Act
?",Appeal dismissed..,"The court is upset with the appellant who refused to deal with the claim on the ground of sexual orientation, which was new at the time.  However, Mossop sticks with family status.  The majority says that you cannot interpret ""family status"" to include Mossop’s situation unless you also discuss the ground of sexual orientation, and as Mossop refuses to do so he cannot be successful.
La Forest
concurs, but instead looks to the definitions in the Act and tries to figure out what the government meant to protect under ""family status"".  He determines that this specific field was not intended to be covered.
In the dissent,
L'Heureux-Dubé
says that ""family status"" should have a very broad interpretation.  She looks to the broader social context of limiting it as the majority does, and further that by looking at the plain meaning given in the statute you are really just taking the majority's opinion of the definition, which is exactly what you try to avoid in human rights issues.  She also suggests that when there are overlapping grounds, you should select the one that will succeed and proceed with that one.","Only identified grounds can be pursued in a human rights claim.
Definitions in human rights legislation are generally interpreted broadly, but the definition given by Parliament in the statute has a good deal of authority in the court's decision on what falls under the definition and what does not."
OPENAI.gpt-4o,British Columbia (Superintendent of Motor Vehicles) v British Columbia (Council of Human Rights) (Re Grismer Estate),ERROR,ERROR,ERROR,ERROR,ERROR,"The Government of British Columbia had a policy stating that it would not issue licenses to people suffering from a condition (homonymous hemianopsia (HH)) which affected eyesight.  The claimant had this condition but had driven flawlessly at work and on public roads using ""prism glasses"".  Despite this he was refused individual assessment and was not allowed to receive a license and was therefore unable to complete his job.  The British Columbia Human Rights Tribunal allowed Grismer to be individually tested.  Grismer died shortly after this decision.  This was upheld by the British Columbia Supreme Court but overruled by the Court of Appeal.",Does an absolute prohibition on licensing people with a visual impairment without the possibility of individual assessment constitute discrimination?,"Appeal allowed, standard disallowed.","The court applies the
Meiorin
test, showing that it can be used in scenarios outside of the workplace to determine if discrimination is justified.  This case passes the first part because the purpose of the standard (reasonable safety) is rationally connected to the function (issuing drivers’ licenses).  It also passes the second step because there is no evidence that the standard (no licenses for HH sufferers) was adopted for any reasons other than road safety.  However the case fails the third step as the court finds that the standard (no licenses for HH) is not reasonably necessary for the purpose (reasonable safety).  The blanket prohibition doesn't let people even attempt to show that they can drive safely.
It is clear here that the accommodation would be to allow testing.  In order to succeed the government would have had to prove that to allow testing would result to undue hardship which they failed to do.  Although there are clearly safety and cost concerns involved with testing, the government didn't put in any effort to determine these values, nor did they even look for alternative ways of testing.  The court also says that in general, with the government, costs must be exorbitant to amount to undue hardship, as they are publicly funded and this would be seen as being in the public interest.  As the standard is not rationally necessary for the purpose of reasonable road safety, it amounts to discrimination and must be removed.","The
Meiorin
test applies to all standards that are thought to be discriminatory, even if they do not occur in a workplace; called bona fide justification tests.
The government will be held to a very high threshold when claiming that the costs of not adopting a standard amount to undue hardship as they are publicly funded and preventing discrimination is in the public interest."
OPENAI.gpt-4o,Just v British Columbia,ERROR,ERROR,ERROR,ERROR,ERROR,"Heavy snow fall forced Just and his daughter to stop in a line of traffic by a rocky slope on a major highway.  A boulder, which worked loose from the wooded slopes above the highway, came crashing down on the appellant's car, killing the appellant's daughter and causing him very serious injuries.  Just brought an action against the provincial government contending that the government negligently failed to properly maintain the highway.
The Department of Highways had set up a system for inspection and remedial work upon rock slopes.  Inspection and recommendations were made by engineers and the work was effected by a rock scaling crew responsible for performing remedial work throughout the entire province.  The department's practice had been to make visual inspections from the highway unless rock falls or a history of instability in an area indicated a need for the rock engineer to climb the slope.  Numerous informal inspections were carried out by highway personnel as they drove along the road.
The trial judge found that the entire system of inspection and the way it was implemented was a policy matter which did not give rise to liability. No finding was made as to whether or not the system of inspection was reasonable or whether the inspections themselves were properly carried out. The Court of Appeal upheld the finding of the trial judge and Just appealled to the Supreme Court.","Is the government under a duty of care to maintain the highways and if so, are they liable if the highways are not sufficiently maintained?","Appeal allowed, new trial ordered.","Cory, writing for the majority, held that the province owes a duty of care, which ordinarily extends to their reasonable maintenance, to those using its highways.  The Department of Highways could readily foresee the risk that harm might befall users of a highway if it were not reasonably maintained.  That maintenance could be found to extend to the prevention of injury from falling rock.
Government agencies may be exempt from the application of the traditional tort law duty of care if an explicit statutory exemption exists or if the decision arose as a result of a policy decision.  Whether or not a decision is characterized as a policy decision or as an operational decision rests on the nature of the decision and not on the identity of the actors.  Generally, decisions concerning budgetary allotments for departments or government agencies should be classified as policy decisions.  A policy decision may be open to challenge on the basis that it is not made in the bona fide exercise of discretion.  If after due consideration it is found that a duty of care is owed by the government agency and no exemption by way of statute or policy decision-making is found to exist, a traditional torts analysis ensues (as per
Anns v Merton London Borough Council
) and the issue of standard of care required of the government agency must next be considered.  The manner and quality of an inspection system, since it was clearly part of the operational aspect of a governmental activity, should be assessed when consideration is given to the standard of care issue.  At this stage, the requisite standard of care must be assessed in light of all the surrounding circumstances including budgetary restraints and the availability of qualified personnel and equipment.
Sopinka, in the dissent, held that the government had the power to carry out the inspections but was under no duty to do so.  Conduct within the limits of this discretion gives rise to no duty of care; conduct outside of these limits may attract a private law duty of care.
A litigant may not attack a policy and it is not appropriate for a Court to pass on it, absent evidence that a policy was adopted for some ulterior motive and not for a municipal purpose.  In order for a private duty to arise, it would have to be shown that the Rockwork Section acted outside its delegated discretion to determine whether to inspect and the manner in which the inspection is to be made.  Policy decisions are immune from review because they usually entail not only a decision to do something but also some call upon the public purse.  The government was acting within its discretion when it decided that inspections should be done and the manner in which they were to be done.  Responsibility for deciding the extent to which the inspection program was to be implemented was delegated to the Rockwork Section.","The duty of care should apply to a public authority unless there is a valid basis for its exclusion.
Policy decisions – the decision by the government about what acts to perform under a given statute – are exempt from liability; operational decisions – the decision by the government about how to perform those acts once they have been decided - are not exempt from liability."
OPENAI.gpt-4o,Machtinger v HOJ Industries Ltd.,ERROR,ERROR,ERROR,ERROR,ERROR,"Both appellants began working for HOJ Industries, a car dealer, in 1978, and were discharged in 1985 without cause.  At the time they were dismissed Machtinger was credit manager and rust‑proofing sales manager and Lefebvre was sales manager.  Each had entered into a contract for employment for an indefinite period which contained a clause allowing the respondent to terminate his employment without cause, in Machtinger's case without notice and in Lefebvre's case on two weeks' notice.  Under the provincial
Employment Standards Act
the appellants were entitled to a minimum notice period of four weeks.  After they were dismissed, the respondent paid each of them the equivalent of four weeks' salary.  The appellants brought action for wrongful dismissal and the trial judge found that they were entitled to reasonable notice of termination, and that the period of reasonable notice for Machtinger was 7 months and for Lefebvre, 7½ months, however this was overturned by the Court of Appeal.",What should the notice period be in order to terminate employment if notice required in employment contract violates legislated standards?,"Appeal allowed, lower court judgment restored.","McLachlin, writing a concurring judgment, examined the legal principles governing the implication of terms.  She identifies three types of implied terms:
terms implied by fact (intention required);
terms implied by law (no intention required); and
terms implied by custom and usage,
and identifies #2 as the type the courts will read into a contract.  Implication of law can be from custom, for business efficiency (what is necessary in a contract), or what is reasonable (from Denning's dissent in
Liverpool City Council v Irwin
).
She finds that the Court of Appeal erred in characterizing a term implied in law as a term implied in fact, which brought in the intentionality of the parties.  Holding that the employer had a legal obligation to provide reasonable notice and that this can only be displaced by an express contrary agreement, the court imposed a reasonable term of notification on HOJ; HOJ industries.","Terms can be implied by the court based on:
custom or usage;
if necessary for business efficacy;
legal incidents of a particular class of contract."
OPENAI.gpt-4o,Homex Realty and Development Co. Ltd. v Wyoming (Village),ERROR,ERROR,ERROR,ERROR,ERROR,"As a condition of registration of a plan of subdivision in the Village of Wyoming, Atkinson, the owner and subdivider of the parcel of land, entered into an agreement with the Village for the installation of municipal services in the subdivision. This agreement, dated January 22, 1968, and registered September 26, 1975, provided in a general way for the owner's providing ""all the requirements financial and otherwise, of the Corporation re surfacing of roads, installation of services and drainage"". The agreement also prevented the sale of the lands in question until the agreement had been fully carried out, except with the consent of the Village, but the provision did not provide that consent would operate to release Atkinson from his obligation to the Village. Before any services were installed, Homex bought the great majority of the lots on the subdivision with the Village's consent. There was some question as to whether or not Homex had undertaken to assume the obligations of the original subdivider. Nevertheless, when protracted negotiations between the Village and Homex concerning the installation of services proved fruitless, the Village, in April 1976, pursuant to s. 29(3) (now
s. 50(3)
) of the
Planning Act
and without notice to Homex, enacted by-law 7 deeming the lots purchased by Homex not to be a registered plan of subdivision. Homex, in September 1976, made application for judicial review for an order quashing by-law 7 and, while the application was pending, checkerboarded its lots.
In November 1975, Homex and the Village negotiated the installation of services along the only street requiring them. By-law 6, enacted in December 1975, provided that it was the policy of the Village that it would neither assume responsibility for a water pipeline constructed by Homex nor permit its connection to the municipal water supply system. Homex coupled an application in judicial review to quash by-law 6 with the application for an order to quash by-law 7.","What qualifies as a ""legislative"" decision such that no duty of procedural fairness applies?",Appeal dismissed.,"Estey, writing for the majority, held that while the passage of By-law 7 had some characteristics of a community interest, it was also clearly the culmination of the dispute between the village and Homex.  As a result he found that the decision was quasi-judicial such as to attract the principle of notice and the doctrine of
audi alteram partem
.  Despite this, however, he held that the conduct of Homex to rid itself of the obligations under the agreement with Atkinson were such that it should be denied a discretionary remedy.  There was also no basis to challenge By-law 6 as it simply stated the facts of the agreement with Atkinson.
Dickson, in the dissent, is quoted:
The courts long ago developed the general proposition that wherever a statute authorizes the interference with property or other rights and is silent as to whether or not the agency in question is required to give notice prior to the intervention in such rights, the courts will ""supply the omission of the legislature"" and require the agency in question to afford the subject an opportunity of being heard before it proceeds.
He held that an act could not be labelled ""legislative"" merely for the purpose of dispensing with fairness. It was not particularly important that the function of the municipality was classified as ""legislative"" or ""quasi-judicial"", rather, it was necessary to look at the nature of the function and to the facts of each case. The by-law in question was not of wide and general application, but was rather aimed at deliberately limiting the rights of Homex, entitling it to some procedural safeguards - at a minimum, notice of the proposed by-law and the opportunity to be heard.","In general, the courts have not imposed procedural requirements on the subordinate law-making function.
The facts of each case are key to determining the level of procedural fairness required."
OPENAI.gpt-4o,Bell Canada v Canadian Telephone Employees Association,ERROR,ERROR,ERROR,ERROR,ERROR,"This is an appeal of the decision in
Communications, Energy and Paperworkers Union of Canada v Bell Canada
.  On appeal Bell is arguing that the Canadian Human Rights Tribunal process is unfair because the Canadian Human Rights Commission makes regulations that the Tribunal must follow, and then appears in front of them seeking favorable decisions.  They claim that this constitutes a conflict of interest and a lack of necessary ""judicial"" independence.",Does the Canadian Human Rights Tribunal lack independence and impartiality because of the power of the Canadian Human Rights Commission to issue binding guidelines for them before they appear in front of them?,"Appeal dismissed, case to proceed to Tribunal.","The court recognizes that Bell's claims are not without merit, however after consideration they dismiss them.  The court held that Bell did not provide sufficient evidence for their claims and also because they misunderstand impartiality - it does not mean having the freedom to decide a case however one wishes to, being subject to certain binding principles is perfectly legitimate for an impartial judiciary.  Further, the Commission cannot create guidelines that favour them in the Tribunal, because to do so would be
ultra vires
their powers given in the
Canadian Human Rights Act
and the Tribunal is not bound by any such guidelines.  The powers that the Commission has to enact guidelines under
s.27(2)
and
s.27(3)
of the
Act
are constrained as all powers to create subordinate legislation are, and therefore the system is not flawed.","Having one's decisions bound by enacted guidelines does not affect impartiality.
Agencies cannot enact subordinate legislation outside of their delegated powers."
OPENAI.gpt-4o,Catholic Children's Aid Society of Metropolitan Toronto v CM,ERROR,ERROR,ERROR,ERROR,ERROR,"The aid society took SM into protection on several occasions and supervised her mother, CM, on parenting skills. On consent, SM was made a ward of the society 1989. Throughout the wardship, the society continued to work with CM and facilitated regular visits with SM, however, bonding between mother and daughter remained minimal. In December 1989, after a second four-month wardship, the society brought a status review application seeking an order of Crown wardship without access for the purposes of adoption. CM opposed the motion and the matter was dealt with sporadically throughout 1991. In February 1992 the Ontario Provincial Court ordered that SM be returned to CM on the basis that court intervention was no longer necessary to protect the child. The judge considered CM capable of acquiring the skill to care for her daughter adequately. The society obtained a stay of the order and unsuccessfully appealed to the Ontario Court (General Division). The Court of Appeal granted a stay of the order for return pending appeal and a motion for the introduction of fresh evidence. The new evidence concerned the consistent and repeated assertions of the child that she regarded her foster family as her real family, that she did not want to see her birth mother and that attempts to implement access visits with CM had become almost impossible because of the child's negative reactions - emotional, psychological and physical.  It allowed the appeal, set aside the order for the return of the child to the mother and ordered that the child be made a Crown ward without access for the purposes of adoption. CM appealed to the Supreme Court.",Does the child need continued protection?,Appeal dismissed.,"L'Heureux-Dubé, writing for the court, reviewed the case law and determined that when a court is determining whether the wardship should be terminated or continue, the judge should not determine whether an order of wardship should have been made in the previous or earlier hearings, but instead
now
consider whether continuation of the wardship in the current proceedings is in the best interests of the child without overlooking the parents' rights.  The review hearing is not about retrying the original need for a protection order, but rather the court should determine the circumstances of the parents or parent since the last order as it relates to the situation with respect to the child's custody, including their physical, mental and emotional state since that time and also whether there is now a lifestyle, including attitudes of the parent, that warrants the child being returned to the parent or to wardship.
She lays out a two part test:
Does the child continue to need protection and require a court order for protection?
The children's aid society must continue to justify its intervention by showing that a court order is necessary to protect the child in the future.  This does not mean that an absence of proof of a deficiency in the parent's parenting capacity is enough to return the child to the parent.  A court order may be necessary to protect the child from emotional harm which would result in future if the child were taken from its psychological parents.
What is in the best interests of the children?
This should be decided through a balancing of the considerations such as the importance of the continuity of care, the child’s physical/emotional/psychological needs, the benefit of a child's bond to his/her biological parent, as well as psychological bonding of child to his/her foster family.
The furtherance and protection of the child’s best interests must take priority over the desires and interests of the parent.
The question is not merely whether the parent has seen the light and is now prepared to be a good parent, but whether or not the parent has, in factk turned a new leaf and whether he or she is now able to give to the children the care they require?
The children's aid society must continue to justify its intervention by showing that a court order is necessary to protect the child in the future.  This does not mean that an absence of proof of a deficiency in the parent's parenting capacity is enough to return the child to the parent.  A court order may be necessary to protect the child from emotional harm which would result in future if the child were taken from its psychological parents.
This should be decided through a balancing of the considerations such as the importance of the continuity of care, the child’s physical/emotional/psychological needs, the benefit of a child's bond to his/her biological parent, as well as psychological bonding of child to his/her foster family.
The furtherance and protection of the child’s best interests must take priority over the desires and interests of the parent.
The question is not merely whether the parent has seen the light and is now prepared to be a good parent, but whether or not the parent has, in factk turned a new leaf and whether he or she is now able to give to the children the care they require?
Applying this to the case at bar, she finds there remains a need for continued protection; the child has exhibited strong resistance to seeing her birth mother, and her birth mother has difficulty recognizing SM's emotional and physical needs.  Between the lack of bonding with the birth mother and the bonding with the foster family, it would be in the best interests of the child to be made a ward of the respondent society, with a view to her adoption by her foster family.",Two stage test for review of a protection order.
OPENAI.gpt-4o,Edgeworth Construction Ltd. v N.D. Lea & Associates Ltd.,ERROR,ERROR,ERROR,ERROR,ERROR,"Edgeworth Construction Ltd. was engaged in the business of building roads in British Columbia.  In 1977, it bid on a contract to build a section of highway in the Revelstoke area.  Its bid was successful, and Edgeworth entered into a contract with the province for the work.  Edgeworth alleges that it lost money on the project due to errors in the specifications and construction drawings.  It commenced proceedings for negligent misrepresentation against the engineering firm which prepared those drawings, N.D. Lea & Associates Ltd. as well as the individual engineers who affixed their seals to the drawings.",Is the defendent exempt from liability due to the intervention of the Ministry and their liability clause?,Appeal allowed.,"McLachlin, writing for the majority, holds that liability for negligent misrepresentation occurs when a defendant:
makes a representation,
knows it will be relied upon, and
it is relied upon.
When Edgeworth performed the construction it was relying on N.D. Lea, not the provincial government.  Following the provisions in
London Drugs
the court finds there was no express or implied protection of the respondent in the contract.  Further, unlike in
London Drugs
the respondent could have drawn up a contract that protected it from liability.","Employees who are not ""powerless"" will not benefit from an employer's exemption."
OPENAI.gpt-4o,Miglin v Miglin,ERROR,ERROR,ERROR,ERROR,ERROR,"The parties were married for 14 years and had four children. They operated a resort lodge in Algonquin Park in the summer and lived in Toronto in the winter. Both parties worked in the business; the husband handled the finance and the wife the day-to-day operation of the lodge. When they separated in 1993, both parties were in their early 40s and all the children were under 8 years old. The wife wanted to stay home with the children given their ages. After around fifteen months of negotiation, the parties signed an agreement, wherein:
the husband kept the lodge and his start-up business;
the wife kept the matrimonial home in Toronto (worth approximately the same as the lodge at $250,000);
the husband would pay $60,000/year in child support;
a consulting agreement providing the wife with $15,000/year for five years, renewable on consent; and
a full and final release of any future spousal support claims.
After the divorce judgment was issued in 1997, the wife's childcare obligations changed and the consulting agreement was not renewed. She applied to the court for relief, including spousal support. The trial judge referred to the husband as ""manipulative"" and ""obsessive"". The application was allowed, child support was brought in line with the
Guidelines
and the wife was awarded support of $4,400/month for five years. The Court of Appeal affirmed the judgment regarding spousal support, and the husband was given leave to appeal to the Supreme Court of Canada.",When should a support agreement be upheld by the courts?,Appeal allowed; original support order stands.,"Arbour and Bastarache, writing for the majority, stress finality and certainty as key principles in support agreements, citing
s. 9 of the
Divorce Act
; these are contracts and as long as they were entered into openly, the courts should enforce them.
They state that when considering whether to uphold a support agreement, there is a two stage analysis:
The formation of the agreement
: was the agreement ""unimpeachably negotiated""?
Factors to consider:
representation by counsel: the degree of professional assistance received by the party is relevant, but a court should not presume an imbalance of power.
circumstances: was one or both parties vulnerable and if so, did presence of counsel rectify this vulnerability?
duration of negotiations: was the agreement negotiated over a reasonable amount of time?
Substance of the agreement: does the agreement remain in substantial compliance with the objectives of the
Divorce Act
?
The analysis should not be restricted to the spousal support component – look at the whole agreement; the agreement as a whole should substantially comply with the factors and objectives of the
Act
(including the principles of certainty, autonomy and finality).
An agreement can be modified to bring it in line with the principles in the
Act
.
Agreement's correspondence to the parties' original intentions
: were the current circumstances anticipated when the agreement was drafted?
Foreseeability is interpreted broadly; circumstances do not have to have been explicitly considered/contemplated
Foreseeable circumstances include a change of job, assets going down in value, etc.
Factors to consider:
representation by counsel: the degree of professional assistance received by the party is relevant, but a court should not presume an imbalance of power.
circumstances: was one or both parties vulnerable and if so, did presence of counsel rectify this vulnerability?
duration of negotiations: was the agreement negotiated over a reasonable amount of time?
Substance of the agreement: does the agreement remain in substantial compliance with the objectives of the
Divorce Act
?
The analysis should not be restricted to the spousal support component – look at the whole agreement; the agreement as a whole should substantially comply with the factors and objectives of the
Act
(including the principles of certainty, autonomy and finality).
An agreement can be modified to bring it in line with the principles in the
Act
.
representation by counsel: the degree of professional assistance received by the party is relevant, but a court should not presume an imbalance of power.
circumstances: was one or both parties vulnerable and if so, did presence of counsel rectify this vulnerability?
duration of negotiations: was the agreement negotiated over a reasonable amount of time?
The analysis should not be restricted to the spousal support component – look at the whole agreement; the agreement as a whole should substantially comply with the factors and objectives of the
Act
(including the principles of certainty, autonomy and finality).
An agreement can be modified to bring it in line with the principles in the
Act
.
Foreseeability is interpreted broadly; circumstances do not have to have been explicitly considered/contemplated
Foreseeable circumstances include a change of job, assets going down in value, etc.
Foreseeable circumstances include a change of job, assets going down in value, etc.
Generally, where negotiation of the agreement was correct and the agreement remains in substantial compliance with the
Act
, the court should defer to the wishes of the party and accord the agreement great weight.
Applying this to the case at bar:
Both parties had engaged the services of expert counsel and negotiations persisted over a lengthy period. Although the husband may have been the dominant party, the wife had adequate counsel; there was no hint of any vulnerabilities that might not be compensated by counsel.
The quantum of child support established in the agreement intended to provide the wife with a minimum amount of income in contemplation of her not working. While the wife argues that the business generates income, this was accounted for when the assets were valued and divided. The consulting contract reflects the parties' intention to provide the wife with a source of employment income for a limited time. The wife chose not to go back to the workforce, and had substantial assets even without support; there was no hardship or long-term disadvantage.
In the result, the original order should stand.
LeBel and Deschamps, in the dissent, stress very different concepts: interdependence and unequal bargaining power.  They propose a simpler test; is the agreement objectively unfair when considered now?
The dissenters disagree with the majority in two key areas.  One, the presence of counsel may not be enough to negate a power imbalance, and two, that very little deference should be given to agreements that deviate from the objectives in
s. 15.2(6)
of the
Act
; any fair agreement should reasonably realize the four stated objectives.","Establishes the test for enforcement of support agreements.
Miglin
applies only to final spousal support agreements.  A final agreement is one which limits the amount or duration of support or waives support entirely; it does not contemplate variation."
